area,sex,admin,langscore,matperf
1,0,0,241.523,0
0,0,1,391.12,0
0,1,1,432.307,0
0,1,1,284.504,0
0,0,1,264.742,0
0,0,1,324.191,0
0,1,1,324.726,1
0,1,1,517.626,0
0,0,1,431.494,0
0,1,1,406.307,1
0,0,1,299.267,0
0,0,1,397.853,1
0,0,1,253.298,0
0,0,0,262.788,0
0,1,0,414.708,0
0,0,0,328.663,0
0,1,0,254.357,0
0,0,0,324.726,0
0,1,0,219.962,0
0,0,0,431.494,0
0,1,0,242.621,0
0,0,0,271.874,0
0,0,0,266.391,0
0,0,0,330.246,0
0,0,0,388.902,0
0,0,0,319.776,0
0,1,0,164.838,0
0,1,0,258.127,0
0,1,0,347.415,0
0,0,0,301.353,0
0,1,0,305.709,0
0,1,0,197.694,0
0,1,0,411.675,0
1,0,0,121.278,0
1,0,0,179.181,0
1,1,0,252.771,0
1,1,0,194.167,0
1,0,0,134.88,0
1,0,0,253.298,0
1,0,0,78.624,0
1,1,0,291.046,0
1,0,0,236.623,0
1,0,0,130.667,0
1,0,0,155.541,0
1,1,0,143.301,0
1,0,0,139.504,0
1,0,0,167.17,0
1,1,0,213.532,0
1,1,0,269.926,0
1,0,0,124.001,0
1,0,0,152.309,0
1,0,0,83.53,0
1,1,0,95.162,0
1,0,0,270.107,0
0,0,0,282.424,0
0,1,0,214.489,0
0,1,0,222.397,0
0,1,0,190.702,0
1,1,0,310.708,0
1,1,0,173.918,0
1,1,0,221.74,0
1,1,0,291.046,0
1,1,0,164.838,0
1,0,0,245.522,0
1,0,0,320.388,0
1,0,0,139.504,0
1,1,0,244.246,0
1,0,0,162.841,0
1,0,0,247.222,0
1,0,0,124.001,0
0,0,0,362.315,0
0,0,0,347.415,0
0,1,0,390.713,0
0,1,0,262.893,0
0,0,0,458.704,1
0,1,0,358.588,0
0,1,0,324.726,0
0,1,0,310.708,0
0,1,0,431.494,1
0,0,0,278.756,0
0,0,0,344.946,0
0,1,0,243.289,0
0,1,0,292.626,0
0,0,0,388.902,0
0,1,0,353.23,0
0,0,0,334.637,0
0,0,0,306.335,0
0,0,0,391.12,0
0,1,0,241.523,0
0,0,0,378.395,1
0,1,0,328.663,0
0,1,0,254.357,0
0,1,0,324.726,1
0,1,0,310.708,0
0,0,0,431.494,0
0,0,0,389.581,1
0,1,0,328.331,0
0,0,0,350.921,1
0,0,0,330.246,0
0,0,0,359.33,0
0,0,0,400.185,0
0,0,0,279.774,0
0,0,0,362.315,0
0,0,0,223.679,0
0,1,0,362.964,0
0,0,0,350.93,0
0,0,0,244.246,0
0,1,0,358.588,0
0,1,0,294.991,0
0,0,0,282.066,0
0,0,0,431.494,0
0,0,0,313.348,0
0,0,0,271.874,0
0,1,0,290.831,0
0,1,0,230.438,0
0,0,0,291.652,0
0,0,0,291.046,0
0,1,0,316.416,0
0,0,0,341.312,0
0,0,0,457.086,0
0,1,0,262.788,0
0,1,0,327.432,0
0,0,0,197.694,0
0,0,0,411.675,0
0,0,0,426.867,0
0,1,0,310.708,0
0,0,0,296.33,0
0,0,0,313.348,0
0,0,0,320.689,0
0,1,0,290.831,0
0,0,1,330.246,1
0,1,1,334.984,1
0,1,1,236.989,0
0,1,1,279.774,0
0,1,1,274.393,0
0,0,1,317.039,0
0,0,1,362.964,0
0,0,1,378.395,1
0,0,1,458.704,1
0,0,1,411.675,0
0,1,1,364.114,0
0,1,1,282.066,0
0,0,1,366.522,0
0,0,1,328.331,0
0,1,1,344.946,0
0,1,1,318.081,0
0,0,1,330.246,1
0,1,1,334.984,1
0,1,1,236.989,0
0,0,1,334.637,0
0,1,1,362.315,0
0,1,1,347.415,1
0,0,1,262.788,0
0,0,1,473.419,0
0,1,1,393.406,0
0,0,1,324.191,0
0,0,1,269.926,0
0,0,1,379.921,0
0,1,1,431.494,0
0,0,1,313.348,0
0,1,0,278.756,0
0,1,0,290.831,0
0,0,0,311.263,0
0,1,0,334.984,1
0,0,0,263.994,0
0,0,0,298.392,0
0,0,0,341.312,0
0,1,0,347.415,0
0,0,0,282.424,0
0,0,0,262.893,1
0,1,0,393.406,1
0,0,0,297.69,0
0,0,0,324.726,0
0,0,0,517.626,0
0,0,0,431.494,0
0,1,0,285.582,0
0,1,0,257.722,0
0,0,0,290.831,0
0,1,0,273.588,0
0,1,0,291.652,0
0,0,0,375.762,0
0,1,0,290.293,0
0,0,0,317.039,0
0,0,0,362.964,0
0,0,0,305.709,0
0,1,0,264.742,0
0,1,0,275.075,0
0,1,0,364.114,0
0,0,0,282.066,0
0,0,1,431.494,1
0,0,1,364.454,1
